leadid,obsid,ccode,startobs,endobs,year,tenure,tenureyears,tenureend,age,female,LatinAm,Europe,Africa,Asia,MidEast
"A2.5-4834","MLT-1971",338,01jan1980,31dec1980,1980,3482,10,0,64,0,0,1,0,0,0
"A2.5-4834","MLT-1971",338,01jan1981,31dec1981,1981,3847,11,0,65,0,0,1,0,0,0
"A2.5-4834","MLT-1971",338,01jan1982,31dec1982,1982,4212,12,0,66,0,0,1,0,0,0
"A2.5-4834","MLT-1971",338,01jan1983,31dec1983,1983,4577,13,0,67,0,0,1,0,0,0
"A2.5-4837","MLT-1984",338,22dec1984,31dec1984,1984,10,0,0,51,0,0,1,0,0,0
"A2.5-4834","MLT-1971",338,01jan1984,22dec1984,1984,4934,14,1,68,0,0,1,0,0,0
"A2.5-4837","MLT-1984",338,01jan1985,31dec1985,1985,375,1,0,52,0,0,1,0,0,0
"A2.5-4837","MLT-1984",338,01jan1986,31dec1986,1986,740,2,0,53,0,0,1,0,0,0
"A2.5-4840","MLT-1987",338,12may1987,31dec1987,1987,234,1,0,53,0,0,1,0,0,0
"A2.5-4837","MLT-1984",338,01jan1987,12may1987,1987,872,2,1,54,0,0,1,0,0,0
"A2.5-4840","MLT-1987",338,01jan1988,31dec1988,1988,600,2,0,54,0,0,1,0,0,0
"A2.5-4840","MLT-1987",338,01jan1989,31dec1989,1989,965,3,0,55,0,0,1,0,0,0
"A2.5-4840","MLT-1987",338,01jan1990,31dec1990,1990,1330,4,0,56,0,0,1,0,0,0
"A2.5-4840","MLT-1987",338,01jan1991,31dec1991,1991,1695,5,0,57,0,0,1,0,0,0
"A2.5-4840","MLT-1987",338,01jan1992,31dec1992,1992,2061,6,0,58,0,0,1,0,0,0
"A2.5-4840","MLT-1987",338,01jan1993,31dec1993,1993,2426,7,0,59,0,0,1,0,0,0
"A2.5-4840","MLT-1987",338,01jan1994,31dec1994,1994,2791,8,0,60,0,0,1,0,0,0
"A2.5-4840","MLT-1987",338,01jan1995,31dec1995,1995,3156,9,0,61,0,0,1,0,0,0
"A2.5-4840","MLT-1987",338,01jan1996,28oct1996,1996,3458,9,1,62,0,0,1,0,0,0
"A2.5-4843","MLT-1996",338,28oct1996,31dec1996,1996,65,0,0,48,0,0,1,0,0,0
"A2.5-4843","MLT-1996",338,01jan1997,31dec1997,1997,430,1,0,49,0,0,1,0,0,0
"A2.5-4846","MLT-1998",338,06sep1998,31dec1998,1998,117,0,0,64,0,0,1,0,0,0
"A2.5-4843","MLT-1996",338,01jan1998,06sep1998,1998,679,2,1,50,0,0,1,0,0,0
"A2.5-4846","MLT-1998",338,01jan1999,31dec1999,1999,482,1,0,65,0,0,1,0,0,0
"A2.5-4846","MLT-1998",338,01jan2000,31dec2000,2000,848,2,0,66,0,0,1,0,0,0
"A2.5-4846","MLT-1998",338,01jan2001,31dec2001,2001,1213,3,0,67,0,0,1,0,0,0
"A2.5-4846","MLT-1998",338,01jan2002,31dec2002,2002,1578,4,0,68,0,0,1,0,0,0
"A2.5-4846","MLT-1998",338,01jan2003,31dec2003,2003,1943,5,0,69,0,0,1,0,0,0
"A2.5-4846","MLT-1998",338,01jan2004,31dec2004,2004,2309,6,1,70,0,0,1,0,0,0
"A2.5-4849","ALB-1912",339,29nov1912,31dec1912,1912,33,0,0,68,0,0,1,0,0,0
"A2.5-4849","ALB-1912",339,01jan1913,31dec1913,1913,398,1,0,69,0,0,1,0,0,0
"A2.5-4849","ALB-1912",339,01jan1914,22jan1914,1914,420,1,1,70,0,0,1,0,0,0
"A2.5-4858","ALB-1914-3",339,05oct1914,31dec1914,1914,88,0,0,51,0,0,1,0,0,0
"A2.5-4855","ALB-1914-2",339,21feb1914,03sep1914,1914,195,1,1,43,0,0,1,0,0,0
"A2.5-4852","ALB-1914-1",339,22jan1914,21feb1914,1914,31,0,1,,0,0,1,0,0,0
"A2.5-4858","ALB-1914-3",339,01jan1915,31dec1915,1915,453,1,0,52,0,0,1,0,0,0
"A2.5-4858","ALB-1914-3",339,01jan1916,24feb1916,1916,508,1,1,53,0,0,1,0,0,0
"A2.5-4861","ALB-1918",339,28dec1918,31dec1918,1918,4,0,0,79,0,0,1,0,0,0
"A2.5-4861","ALB-1918",339,01jan1919,31dec1919,1919,369,1,0,80,0,0,1,0,0,0
"A2.5-4864","ALB-1920-1",339,27mar1920,20nov1920,1920,239,1,1,38,0,0,1,0,0,0
"A2.5-4861","ALB-1918",339,01jan1920,27mar1920,1920,456,1,1,81,0,0,1,0,0,0
"A2.5-4867","ALB-1920-2",339,11dec1920,31dec1920,1920,21,0,0,37,0,0,1,0,0,0
"A2.5-4870","ALB-1921-1",339,17oct1921,07dec1921,1921,52,0,1,62,0,0,1,0,0,0
"A2.5-4876","ALB-1921-3",339,11dec1921,24dec1921,1921,14,0,1,48,0,0,1,0,0,0
"A2.5-4873","ALB-1921-2",339,07dec1921,11dec1921,1921,5,0,1,48,0,0,1,0,0,0
"A2.5-4867","ALB-1920-2",339,01jan1921,17oct1921,1921,311,1,1,38,0,0,1,0,0,0
"A2.5-4879","ALB-1921-4",339,24dec1921,31dec1921,1921,8,0,0,41,0,0,1,0,0,0
"A2.5-4879","ALB-1921-4",339,01jan1922,02dec1922,1922,344,1,1,42,0,0,1,0,0,0
"A2.5-4882","ALB-1922",339,03dec1922,31dec1922,1922,29,0,0,27,0,0,1,0,0,0
"A2.5-4882","ALB-1922",339,01jan1923,31dec1923,1923,394,1,0,28,0,0,1,0,0,0
"A2.5-4888","ALB-1924-2",339,01jun1924,10jun1924,1924,10,0,1,41,0,0,1,0,0,0
"A2.5-4894","ALB-1924-4",339,24dec1924,31dec1924,1924,8,0,0,41,0,0,1,0,0,0
"A2.5-4891","ALB-1924-3",339,12jun1924,24dec1924,1924,196,1,1,42,0,0,1,0,0,0
"A2.5-4882","ALB-1922",339,01jan1924,03mar1924,1924,457,1,1,29,0,0,1,0,0,0
"A2.5-4885","ALB-1924-1",339,05mar1924,01jun1924,1924,89,0,1,47,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,10jan1925,31dec1925,1925,356,1,0,30,0,0,1,0,0,0
"A2.5-4894","ALB-1924-4",339,01jan1925,10jan1925,1925,18,0,1,42,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1926,31dec1926,1926,721,2,0,31,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1927,31dec1927,1927,1086,3,0,32,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1928,31dec1928,1928,1452,4,0,33,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1929,31dec1929,1929,1817,5,0,34,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1930,31dec1930,1930,2182,6,0,35,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1931,31dec1931,1931,2547,7,0,36,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1932,31dec1932,1932,2913,8,0,37,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1933,31dec1933,1933,3278,9,0,38,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1934,31dec1934,1934,3643,10,0,39,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1935,31dec1935,1935,4008,11,0,40,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1936,31dec1936,1936,4374,12,0,41,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1937,31dec1937,1937,4739,13,0,42,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1938,31dec1938,1938,5104,14,0,43,0,0,1,0,0,0
"A2.5-4897","ALB-1925",339,01jan1939,12apr1939,1939,5206,14,1,44,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,29nov1944,31dec1944,1944,33,0,0,36,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1945,31dec1945,1945,398,1,0,37,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1946,31dec1946,1946,763,2,0,38,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1947,31dec1947,1947,1128,3,0,39,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1948,31dec1948,1948,1494,4,0,40,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1949,31dec1949,1949,1859,5,0,41,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1950,31dec1950,1950,2224,6,0,42,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1951,31dec1951,1951,2589,7,0,43,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1952,31dec1952,1952,2955,8,0,44,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1953,31dec1953,1953,3320,9,0,45,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1954,31dec1954,1954,3685,10,0,46,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1955,31dec1955,1955,4050,11,0,47,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1956,31dec1956,1956,4416,12,0,48,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1957,31dec1957,1957,4781,13,0,49,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1958,31dec1958,1958,5146,14,0,50,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1959,31dec1959,1959,5511,15,0,51,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1960,31dec1960,1960,5877,16,0,52,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1961,31dec1961,1961,6242,17,0,53,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1962,31dec1962,1962,6607,18,0,54,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1963,31dec1963,1963,6972,19,0,55,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1964,31dec1964,1964,7338,20,0,56,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1965,31dec1965,1965,7703,21,0,57,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1966,31dec1966,1966,8068,22,0,58,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1967,31dec1967,1967,8433,23,0,59,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1968,31dec1968,1968,8799,24,0,60,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1969,31dec1969,1969,9164,25,0,61,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1970,31dec1970,1970,9529,26,0,62,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1971,31dec1971,1971,9894,27,0,63,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1972,31dec1972,1972,10260,28,0,64,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1973,31dec1973,1973,10625,29,0,65,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1974,31dec1974,1974,10990,30,0,66,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1975,31dec1975,1975,11355,31,0,67,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1976,31dec1976,1976,11721,32,0,68,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1977,31dec1977,1977,12086,33,0,69,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1978,31dec1978,1978,12451,34,0,70,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1979,31dec1979,1979,12816,35,0,71,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1980,31dec1980,1980,13182,36,0,72,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1981,31dec1981,1981,13547,37,0,73,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1982,31dec1982,1982,13912,38,0,74,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1983,31dec1983,1983,14277,39,0,75,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1984,31dec1984,1984,14643,40,0,76,0,0,1,0,0,0
"A2.5-4903","ALB-1985",339,13apr1985,31dec1985,1985,263,1,0,60,0,0,1,0,0,0
"A2.5-4900","ALB-1944",339,01jan1985,11apr1985,1985,14744,40,1,77,0,0,1,0,0,0
"A2.5-4903","ALB-1985",339,01jan1986,31dec1986,1986,628,2,0,61,0,0,1,0,0,0
"A2.5-4903","ALB-1985",339,01jan1987,31dec1987,1987,993,3,0,62,0,0,1,0,0,0
"A2.5-4903","ALB-1985",339,01jan1988,31dec1988,1988,1359,4,0,63,0,0,1,0,0,0
"A2.5-4903","ALB-1985",339,01jan1989,31dec1989,1989,1724,5,0,64,0,0,1,0,0,0
"A2.5-4903","ALB-1985",339,01jan1990,31dec1990,1990,2089,6,0,65,0,0,1,0,0,0
"A2.5-4903","ALB-1985",339,01jan1991,31dec1991,1991,2454,7,0,66,0,0,1,0,0,0
"A2.5-4903","ALB-1985",339,01jan1992,03apr1992,1992,2548,7,1,67,0,0,1,0,0,0
"A2.5-4906","ALB-1992",339,09apr1992,31dec1992,1992,267,1,0,48,0,0,1,0,0,0
"A2.5-4906","ALB-1992",339,01jan1993,31dec1993,1993,632,2,0,49,0,0,1,0,0,0
"A2.5-4906","ALB-1992",339,01jan1994,31dec1994,1994,997,3,0,50,0,0,1,0,0,0
"A2.5-4906","ALB-1992",339,01jan1995,31dec1995,1995,1362,4,0,51,0,0,1,0,0,0
"A2.5-4906","ALB-1992",339,01jan1996,31dec1996,1996,1728,5,0,52,0,0,1,0,0,0
"A2.5-4909","ALB-1997",339,24jul1997,31dec1997,1997,161,0,0,45,0,0,1,0,0,0
"A2.5-4906","ALB-1992",339,01jan1997,24jul1997,1997,1933,5,1,53,0,0,1,0,0,0
"A2.5-4909","ALB-1997",339,01jan1998,02oct1998,1998,436,1,1,46,0,0,1,0,0,0
"A2.5-4912","ALB-1998",339,02oct1998,31dec1998,1998,91,0,0,31,0,0,1,0,0,0
"A2.5-4912","ALB-1998",339,01jan1999,29oct1999,1999,393,1,1,32,0,0,1,0,0,0
"A2.5-4915","ALB-1999",339,29oct1999,31dec1999,1999,64,0,0,30,0,0,1,0,0,0
"A2.5-4915","ALB-1999",339,01jan2000,31dec2000,2000,430,1,0,31,0,0,1,0,0,0
"A2.5-4915","ALB-1999",339,01jan2001,31dec2001,2001,795,2,0,32,0,0,1,0,0,0
"A2.5-4921","ALB-2002-2",339,31jul2002,31dec2002,2002,154,0,0,50,0,0,1,0,0,0
"A2.5-4918","ALB-2002-1",339,22feb2002,31jul2002,2002,160,0,1,35,0,0,1,0,0,0
"A2.5-4915","ALB-1999",339,01jan2002,22feb2002,2002,848,2,1,33,0,0,1,0,0,0
"A2.5-4921","ALB-2002-2",339,01jan2003,31dec2003,2003,519,1,0,51,0,0,1,0,0,0
"A2.5-4921","ALB-2002-2",339,01jan2004,31dec2004,2004,885,2,1,52,0,0,1,0,0,0
"A2.5-4924","SER-1882",340,06mar1882,31dec1882,1882,301,1,0,28,0,0,1,0,0,0
"A2.5-4924","SER-1882",340,01jan1883,31dec1883,1883,666,2,0,29,0,0,1,0,0,0
"A2.5-4924","SER-1882",340,01jan1884,31dec1884,1884,1032,3,0,30,0,0,1,0,0,0
"A2.5-4924","SER-1882",340,01jan1885,31dec1885,1885,1397,4,0,31,0,0,1,0,0,0
"A2.5-4924","SER-1882",340,01jan1886,31dec1886,1886,1762,5,0,32,0,0,1,0,0,0
"A2.5-4924","SER-1882",340,01jan1887,31dec1887,1887,2127,6,0,33,0,0,1,0,0,0
"A2.5-4924","SER-1882",340,01jan1888,31dec1888,1888,2493,7,0,34,0,0,1,0,0,0
"A2.5-4924","SER-1882",340,01jan1889,06mar1889,1889,2558,7,1,35,0,0,1,0,0,0
"A2.5-4927","SER-1889",340,06mar1889,31dec1889,1889,301,1,0,58,0,0,1,0,0,0
"A2.5-4927","SER-1889",340,01jan1890,31dec1890,1890,666,2,0,59,0,0,1,0,0,0
"A2.5-4927","SER-1889",340,01jan1891,31dec1891,1891,1031,3,0,60,0,0,1,0,0,0
"A2.5-4927","SER-1889",340,01jan1892,31dec1892,1892,1397,4,0,61,0,0,1,0,0,0
"A2.5-4930","SER-1893",340,13apr1893,31dec1893,1893,263,1,0,17,0,0,1,0,0,0
"A2.5-4927","SER-1889",340,01jan1893,13apr1893,1893,1500,4,1,62,0,0,1,0,0,0
"A2.5-4930","SER-1893",340,01jan1894,31dec1894,1894,628,2,0,18,0,0,1,0,0,0
"A2.5-4930","SER-1893",340,01jan1895,31dec1895,1895,993,3,0,19,0,0,1,0,0,0
"A2.5-4930","SER-1893",340,01jan1896,31dec1896,1896,1359,4,0,20,0,0,1,0,0,0
"A2.5-4930","SER-1893",340,01jan1897,31dec1897,1897,1724,5,0,21,0,0,1,0,0,0
"A2.5-4930","SER-1893",340,01jan1898,31dec1898,1898,2089,6,0,22,0,0,1,0,0,0
"A2.5-4930","SER-1893",340,01jan1899,31dec1899,1899,2454,7,0,23,0,0,1,0,0,0
"A2.5-4930","SER-1893",340,01jan1900,31dec1900,1900,2819,8,0,24,0,0,1,0,0,0
"A2.5-4930","SER-1893",340,01jan1901,31dec1901,1901,3184,9,0,25,0,0,1,0,0,0
"A2.5-4930","SER-1893",340,01jan1902,31dec1902,1902,3549,10,0,26,0,0,1,0,0,0
"A2.5-4933","SER-1903",340,15jun1903,31dec1903,1903,200,1,0,59,0,0,1,0,0,0
"A2.5-4930","SER-1893",340,01jan1903,11jun1903,1903,3711,10,1,27,0,0,1,0,0,0
"A2.5-4933","SER-1903",340,01jan1904,31dec1904,1904,566,2,0,60,0,0,1,0,0,0
"A2.5-4933","SER-1903",340,01jan1905,31dec1905,1905,931,3,0,61,0,0,1,0,0,0
"A2.5-4933","SER-1903",340,01jan1906,31dec1906,1906,1296,4,0,62,0,0,1,0,0,0
"A2.5-4933","SER-1903",340,01jan1907,31dec1907,1907,1661,5,0,63,0,0,1,0,0,0
"A2.5-4933","SER-1903",340,01jan1908,31dec1908,1908,2027,6,0,64,0,0,1,0,0,0
"A2.5-4933","SER-1903",340,01jan1909,31dec1909,1909,2392,7,0,65,0,0,1,0,0,0
"A2.5-4933","SER-1903",340,01jan1910,31dec1910,1910,2757,8,0,66,0,0,1,0,0,0
"A2.5-4933","SER-1903",340,01jan1911,31dec1911,1911,3122,9,0,67,0,0,1,0,0,0
"A2.5-4933","SER-1903",340,01jan1912,31dec1912,1912,3488,10,0,68,0,0,1,0,0,0
"A2.5-4933","SER-1903",340,01jan1913,31dec1913,1913,3853,11,0,69,0,0,1,0,0,0
"A2.5-4936","SER-1914",340,24jun1914,31dec1914,1914,191,1,0,26,0,0,1,0,0,0
"A2.5-4933","SER-1903",340,01jan1914,24jun1914,1914,4028,11,1,70,0,0,1,0,0,0
"A2.5-4936","SER-1914",340,01jan1915,01oct1915,1915,465,1,1,27,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,13aug1860,31dec1860,1860,141,0,0,19,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1861,31dec1861,1861,506,1,0,20,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1862,31dec1862,1862,871,2,0,21,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1863,31dec1863,1863,1236,3,0,22,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1864,31dec1864,1864,1602,4,0,23,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1865,31dec1865,1865,1967,5,0,24,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1866,31dec1866,1866,2332,6,0,25,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1867,31dec1867,1867,2697,7,0,26,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1868,31dec1868,1868,3063,8,0,27,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1869,31dec1869,1869,3428,9,0,28,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1870,31dec1870,1870,3793,10,0,29,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1871,31dec1871,1871,4158,11,0,30,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1872,31dec1872,1872,4524,12,0,31,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1873,31dec1873,1873,4889,13,0,32,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1874,31dec1874,1874,5254,14,0,33,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1875,31dec1875,1875,5619,15,0,34,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1876,31dec1876,1876,5985,16,0,35,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1877,31dec1877,1877,6350,17,0,36,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1878,31dec1878,1878,6715,18,0,37,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1879,31dec1879,1879,7080,19,0,38,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1880,31dec1880,1880,7446,20,0,39,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1881,31dec1881,1881,7811,21,0,40,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1882,31dec1882,1882,8176,22,0,41,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1883,31dec1883,1883,8541,23,0,42,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1884,31dec1884,1884,8907,24,0,43,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1885,31dec1885,1885,9272,25,0,44,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1886,31dec1886,1886,9637,26,0,45,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1887,31dec1887,1887,10002,27,0,46,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1888,31dec1888,1888,10368,28,0,47,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1889,31dec1889,1889,10733,29,0,48,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1890,31dec1890,1890,11098,30,0,49,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1891,31dec1891,1891,11463,31,0,50,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1892,31dec1892,1892,11829,32,0,51,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1893,31dec1893,1893,12194,33,0,52,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1894,31dec1894,1894,12559,34,0,53,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1895,31dec1895,1895,12924,35,0,54,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1896,31dec1896,1896,13290,36,0,55,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1897,31dec1897,1897,13655,37,0,56,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1898,31dec1898,1898,14020,38,0,57,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1899,31dec1899,1899,14385,39,0,58,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1900,31dec1900,1900,14750,40,0,59,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1901,31dec1901,1901,15115,41,0,60,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1902,31dec1902,1902,15480,42,0,61,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1903,31dec1903,1903,15845,43,0,62,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1904,31dec1904,1904,16211,44,0,63,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1905,31dec1905,1905,16576,45,0,64,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1906,31dec1906,1906,16941,46,0,65,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1907,31dec1907,1907,17306,47,0,66,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1908,31dec1908,1908,17672,48,0,67,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1909,31dec1909,1909,18037,49,0,68,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1910,31dec1910,1910,18402,50,0,69,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1911,31dec1911,1911,18767,51,0,70,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1912,31dec1912,1912,19133,52,0,71,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1913,31dec1913,1913,19498,53,0,72,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1914,31dec1914,1914,19863,54,0,73,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1915,31dec1915,1915,20228,55,0,74,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1916,31dec1916,1916,20594,56,0,75,0,0,1,0,0,0
"A2.5-4939","MNG-1860",341,01jan1917,17jan1917,1917,20611,56,1,76,0,0,1,0,0,0
"A2.5-4942","MAC-1991",343,27jan1991,31dec1991,1991,339,1,0,64,0,0,1,0,0,0
"A2.5-4945","MAC-1992",343,17aug1992,31dec1992,1992,137,0,0,30,0,0,1,0,0,0
"A2.5-4942","MAC-1991",343,01jan1992,17aug1992,1992,569,2,1,65,0,0,1,0,0,0
"A2.5-4945","MAC-1992",343,01jan1993,31dec1993,1993,502,1,0,31,0,0,1,0,0,0
"A2.5-4945","MAC-1992",343,01jan1994,31dec1994,1994,867,2,0,32,0,0,1,0,0,0
"A2.5-4945","MAC-1992",343,01jan1995,31dec1995,1995,1232,3,0,33,0,0,1,0,0,0
"A2.5-4945","MAC-1992",343,01jan1996,31dec1996,1996,1598,4,0,34,0,0,1,0,0,0
"A2.5-4945","MAC-1992",343,01jan1997,31dec1997,1997,1963,5,0,35,0,0,1,0,0,0
"A2.5-4945","MAC-1992",343,01jan1998,30nov1998,1998,2297,6,1,36,0,0,1,0,0,0
"A2.5-4948","MAC-1998",343,30nov1998,31dec1998,1998,32,0,0,32,0,0,1,0,0,0
"A2.5-4948","MAC-1998",343,01jan1999,31dec1999,1999,397,1,0,33,0,0,1,0,0,0
"A2.5-4948","MAC-1998",343,01jan2000,31dec2000,2000,763,2,0,34,0,0,1,0,0,0
"A2.5-4948","MAC-1998",343,01jan2001,31dec2001,2001,1128,3,0,35,0,0,1,0,0,0
"A2.5-4948","MAC-1998",343,01jan2002,01nov2002,2002,1433,4,1,36,0,0,1,0,0,0
"A2.5-4951","MAC-2002",343,01nov2002,31dec2002,2002,61,0,0,40,0,0,1,0,0,0
"A2.5-4951","MAC-2002",343,01jan2003,31dec2003,2003,426,1,0,41,0,0,1,0,0,0
"A2.5-4957","MAC-2004-2",343,02jun2004,18nov2004,2004,170,0,1,42,0,0,1,0,0,0
"A2.5-4954","MAC-2004-1",343,12may2004,02jun2004,2004,22,0,1,32,0,0,1,0,0,0
"A2.5-4960","MAC-2004-3",343,18nov2004,17dec2004,2004,30,0,1,32,0,0,1,0,0,0
"A2.5-4951","MAC-2002",343,01jan2004,12may2004,2004,559,2,1,42,0,0,1,0,0,0
"A2.5-4963","MAC-2004-4",343,17dec2004,31dec2004,2004,15,0,1,42,0,0,1,0,0,0
"A2.5-4966","CRO-1990",344,30may1990,31dec1990,1990,216,1,0,68,0,0,1,0,0,0
"A2.5-4966","CRO-1990",344,01jan1991,31dec1991,1991,581,2,0,69,0,0,1,0,0,0
"A2.5-4966","CRO-1990",344,01jan1992,31dec1992,1992,947,3,0,70,0,0,1,0,0,0
